area_id,facility_id,area_name,type_id,square,sports
1043342,119591,универсальная спортивная площадка,12,1125.0,"[2, 21, 7]"
1043343,119591,дорожка легкоатлетическая,4,400.0,[4]
1043344,119591,городок тренажерный (воркаут) нового типа,26,72.0,[21]
1043345,119592,бассейн плавательный крытый площадью менее 60-ти квадратных метров,30,44.15,[21]
1043346,119592,зал спортивный,5,66.0,[21]
1043347,119593,площадка для игры в волейбол №1,42,70.8,[7]
1043348,119594,зал спортивный,5,162.0,"[2, 21, 7]"
1043350,119594,городок тренажерный универсальный,18,162.0,[21]
1043352,119595,универсальная спортивная площадка,12,64.0,"[65, 21]"
1043353,119596,универсальная спортивная площадка,12,50.0,[65]
1043354,119597,площадка детская игровая учреждения Департамента образования,55,140.0,"[74, 21]"
1043356,119599,бассейн плавательный крытый,22,119.0,[12]
1043357,119599,зал спортивный,5,264.0,"[2, 21, 7]"
1043358,119599,зал тренажерный,7,126.0,"[43, 28]"
1043359,119600,универсальная спортивная площадка,12,190.0,"[2, 21, 7]"
1043360,119601,универсальная спортивная площадка,12,135.0,[21]
1043361,119602,площадка детская игровая учреждения Департамента образования,55,375.0,"[74, 21]"
1043362,119603,зал спортивный,5,162.0,"[2, 7]"
1043363,119603,универсальная спортивная площадка,12,70.0,"[2, 21, 7]"
1043364,119603,городок тренажерный универсальный,18,40.0,[21]
1043365,119604,зал спортивный,5,136.0,"[2, 21]"
1043366,119604,универсальная спортивная площадка №1,12,800.0,"[3, 21]"
1043367,119604,универсальная спортивная площадка №2,12,200.0,"[2, 21]"
1043368,119605,зал спортивный,5,162.0,"[120, 2, 21]"
1043369,119605,универсальная спортивная площадка №1,12,400.0,"[2, 21, 7]"
1043370,119605,универсальная спортивная площадка №2,12,800.0,"[65, 3, 21]"
1043371,119605,дорожка легкоатлетическая,4,720.0,"[4, 92]"
1043373,119607,бассейн плавательный крытый площадью менее 60-ти квадратных метров,30,21.0,[21]
1043374,119607,зал спортивный,5,66.0,[21]
1043375,119607,городок тренажерный (воркаут) старого типа,27,90.0,[21]
1043376,119608,бассейн плавательный крытый площадью менее 60-ти квадратных метров,30,21.0,[21]
1043377,119608,зал спортивный,5,75.0,[21]
1043378,119609,зал спортивный №1,5,439.2,"[2, 3, 21]"
1043379,119609,зал спортивный №2,5,173.85,"[2, 7]"
1043380,119609,универсальная спортивная площадка,12,449.55,"[2, 3]"
1043381,119610,бассейн плавательный крытый площадью менее 60-ти квадратных метров,30,21.0,[21]
1043382,119610,зал спортивный №1,5,54.0,[21]
1043383,119611,зал спортивный,5,70.47,"[81, 21]"
1043384,119611,универсальная спортивная площадка,12,136.0,[21]
1043385,119612,бассейн плавательный 25-ти метровый крытый,20,400.0,"[12, 52]"
1043386,119612,зал спортивный,5,561.0,"[65, 13, 10, 21]"
1043387,119613,зал спортивный №1,5,288.0,"[2, 21]"
1043388,119613,зал спортивный №2,5,144.0,"[21, 7]"
1043389,119613,площадка для игры в футбол,24,800.0,[3]
1043390,119613,универсальная спортивная площадка №1,12,450.0,"[2, 21]"
1043391,119613,площадка для игры в волейбол,42,284.05,[7]
1043392,119613,городок тренажерный универсальный,18,111.3,[21]
1043393,119613,дорожка легкоатлетическая,4,300.0,[4]
1043394,119614,бассейн плавательный крытый площадью менее 60-ти квадратных метров,30,21.0,[21]
1043395,119614,зал спортивный,5,52.0,"[81, 21]"
1043396,119614,универсальная спортивная площадка,12,100.0,[21]
1043397,119615,бассейн плавательный крытый площадью менее 60-ти квадратных метров,30,21.0,[21]
1043398,119615,зал спортивный,5,52.0,[21]
1043399,119615,универсальная спортивная площадка,12,90.0,[21]
1043400,119616,универсальная спортивная площадка,12,450.0,"[2, 3, 21]"
1043401,119617,зал спортивный,5,162.0,"[2, 3, 21, 7]"
1043402,119617,универсальная спортивная площадка,12,162.0,"[3, 21]"
1043403,119617,площадка для игры в баскетбол,28,200.0,[2]
1043404,119618,зал спортивный,5,162.0,"[2, 21, 7]"
1043405,119618,зал тренажерный,7,200.0,"[21, 30]"
1043406,119618,универсальная спортивная площадка,12,968.0,"[65, 3, 21]"
1043407,119619,зал спортивный,5,180.8,"[2, 21, 7]"
1043408,119619,городок тренажерный (воркаут) старого типа,27,100.0,[21]
1043409,119620,бассейн плавательный 25-ти метровый крытый,20,300.0,[12]
1043410,119620,дорожка легкоатлетическая,4,500.0,[4]
1043411,119620,площадка для игры в футбол,24,1800.0,[3]
1043412,119621,городок тренажерный (воркаут) нового типа,26,220.0,[21]
1043413,119621,манеж футбольный,66,1240.0,"[3, 21]"
1043414,119622,зал спортивный,5,162.0,"[2, 21, 7]"
1043415,119622,универсальная спортивная площадка,12,800.0,"[1, 21]"
1043416,119622,дорожка легкоатлетическая,4,560.0,[4]
1043419,119622,площадка для игры в футбол,24,2940.0,[3]
1043420,119623,зал спортивный,5,162.0,[21]
1043421,119624,бассейн плавательный крытый площадью менее 60-ти квадратных метров,30,18.0,[21]
1043422,119624,универсальная детская спортивная площадка,12,128.0,[21]
1043423,119625,универсальная спортивная площадка,12,242.0,[21]
1043424,119626,универсальная спортивная площадка,12,242.0,[21]
1043425,119627,бассейн плавательный крытый площадью менее 60-ти квадратных метров,30,21.0,[21]
1043426,119627,универсальная спортивная площадка,12,288.0,[21]
1043427,119628,зал спортивный,5,288.0,"[2, 3, 21]"
1043428,119628,универсальная спортивная площадка №1,12,200.0,"[2, 3, 21]"
1043429,119629,зал спортивный,5,108.0,"[19, 21, 46]"
1043430,119629,универсальная спортивная площадка,12,216.0,"[2, 3, 21]"
1043431,119630,зал спортивный,5,384.0,"[2, 21]"
1043432,119631,городок тренажерный (воркаут) старого типа,27,135.0,"[21, 39]"
1043433,119632,зал спортивный,5,252.0,"[2, 21, 7]"
1043434,119632,универсальная спортивная площадка №1,12,390.0,"[2, 21]"
1043435,119632,универсальная спортивная площадка №2,12,1568.0,"[2, 3, 7]"
1043436,119632,универсальная спортивная площадка №3,12,1624.0,"[2, 21]"
1043437,119632,городок тренажерный универсальный,18,392.0,[21]
1043438,119632,дорожка легкоатлетическая,4,460.0,[4]
1043439,119632,сектор для прыжков в длину,49,80.0,[4]
1043440,119633,зал спортивный,5,510.0,"[2, 3]"
1043441,119634,площадка для игры в футбол,24,1250.0,[3]
1043442,119634,городок тренажерный (воркаут) старого типа,27,784.0,"[21, 39]"
1043443,119634,полоса препятствий,40,800.0,[21]
1043444,119635,универсальная спортивная площадка,12,200.0,[21]
1043445,119636,бассейн плавательный крытый площадью менее 60-ти квадратных метров,30,21.0,[52]
1043446,119637,зал спортивный,5,274.92,"[2, 21]"
1043447,119637,универсальная спортивная площадка №1,12,216.0,"[2, 21]"
1043448,119637,универсальная спортивная площадка №2,12,216.0,"[2, 21]"
1043449,119637,универсальная спортивная площадка №3,12,200.0,"[3, 21]"
1043450,119637,дорожка легкоатлетическая,4,1000.0,"[4, 92]"
1043451,119637,площадка для игры в футбол,24,1600.0,[3]
1043452,119638,зал спортивный,5,130.0,[21]
1043453,119638,универсальная спортивная площадка,12,45.0,[21]
1043454,119639,зал спортивный,5,130.0,[21]
1043455,119639,универсальная спортивная площадка,12,45.0,[21]
1043456,119640,зал спортивный №1,5,288.0,"[2, 7]"
1043457,119640,зал спортивный №2,5,130.0,"[89, 21]"
1043458,119640,универсальная спортивная площадка №1,12,437.9,"[2, 21]"
1043459,119640,универсальная спортивная площадка №2,12,1350.0,"[3, 21]"
1043460,119640,городок тренажерный универсальный,18,199.95,[21]
1043461,119640,дорожка легкоатлетическая,4,280.0,[4]
1043462,119641,зал спортивный,5,130.0,"[81, 21]"
1043463,119641,универсальная спортивная площадка,12,45.0,[21]
1043464,119642,зал спортивный,5,288.0,"[2, 21]"
1043465,119643,зал спортивный,5,72.0,"[81, 21]"
1043466,119643,универсальная спортивная площадка №1,12,338.0,[21]
1043467,119644,зал спортивный,5,72.0,"[81, 21]"
1043468,119644,универсальная спортивная площадка,12,120.0,[21]
1043469,119645,зал спортивный,5,288.0,[21]
1043470,119645,универсальная спортивная площадка,12,135.0,[21]
1043471,119646,зал спортивный,5,288.0,"[2, 21]"
1043472,119646,универсальная спортивная площадка,12,600.0,"[2, 21]"
1043473,119646,городок тренажерный универсальный №2,18,200.0,"[21, 39]"
1043474,119646,городок тренажерный универсальный №1,18,288.0,[21]
1043475,119646,дорожка легкоатлетическая,4,330.0,[4]
1043476,119646,полоса препятствий,40,322.0,[21]
1043477,119646,площадка для игры в футбол,24,1800.0,[3]
1043478,119647,зал спортивный,5,288.0,[21]
1043479,119647,универсальная спортивная площадка,12,242.0,[21]
1043480,119648,зал спортивный,5,72.0,[21]
1043481,119648,универсальная спортивная площадка,12,192.0,[21]
1043482,119649,зал спортивный,5,72.0,[21]
1043483,119650,зал спортивный №1,5,288.0,"[2, 21]"
1043484,119650,зал спортивный №2,5,72.0,"[81, 21]"
1043485,119650,универсальная спортивная площадка №1,12,450.0,"[2, 21, 7]"
1043486,119650,универсальная спортивная площадка №2,12,300.0,"[2, 21, 7]"
1043487,119650,городок тренажерный (воркаут) старого типа,27,160.0,"[21, 39]"
1043488,119650,дорожка легкоатлетическая,4,765.0,[4]
1043489,119650,площадка для игры в футбол,24,1457.0,[3]
1043490,119651,зал спортивный,5,288.0,"[2, 21]"
1043491,119651,универсальная спортивная площадка,12,276.0,"[2, 21]"
1043492,119651,площадка для игры в футбол,24,1800.0,[3]
1043493,119651,дорожка легкоатлетическая,4,600.0,[4]
1043494,119652,зал спортивный,5,56.7,[21]
1043495,119652,универсальная спортивная площадка,12,80.0,[21]
1043496,119653,зал спортивный,5,70.0,[21]
1043497,119653,универсальная спортивная площадка,12,128.0,[21]
1043498,119654,зал спортивный №1,5,162.0,"[2, 21]"
1043499,119654,зал спортивный №2,5,288.0,"[2, 3, 7]"
1043500,119654,универсальная спортивная площадка,12,1487.04,"[1, 2, 3]"
1043501,119654,городок тренажерный (воркаут) нового типа,26,105.0,"[21, 39]"
1043502,119654,дорожка легкоатлетическая,4,240.0,[4]
1043503,119655,зал спортивный,5,60.0,"[65, 21]"
1043504,119655,универсальная спортивная площадка №1,12,180.0,"[2, 21, 7]"
1043505,119655,городок тренажерный универсальный,18,81.0,"[21, 39]"
1043506,119655,универсальная спортивная площадка №2,12,152.0,"[65, 3, 21]"
1043507,119656,универсальная спортивная площадка,12,480.0,[21]
1043508,119657,зал спортивный,5,288.0,"[2, 7]"
1043509,119657,универсальная спортивная площадка,12,230.0,"[2, 7]"
1043510,119657,дорожка легкоатлетическая,4,600.0,[4]
1043511,119657,площадка для игры в футбол,24,2590.0,[3]
1043512,119658,универсальная спортивная площадка,12,300.0,"[65, 21]"
1043513,119659,зал спортивный,5,48.0,"[9, 21]"
1043514,119660,бассейн плавательный крытый площадью менее 60-ти квадратных метров,30,21.0,[21]
1043515,119660,универсальная спортивная площадка,12,180.0,"[2, 21, 7]"
1043516,119660,городок тренажерный универсальный,18,69.35,[21]
1043517,119660,площадка для игры в футбол,24,391.0,"[3, 21]"
1043518,119661,зал спортивный,5,288.0,"[2, 21, 7]"
1043519,119661,полоса препятствий,40,240.0,[21]
1043520,119662,зал спортивный №1,5,115.36,"[41, 21]"
1043521,119662,зал спортивный №2,5,267.95,"[5, 2, 21, 7]"
1043522,119662,универсальная спортивная площадка,12,800.0,"[1, 2, 3, 21]"
1043523,119662,площадка для игры в футбол,24,2100.0,"[105, 3]"
1043524,119662,теннисный корт,23,544.0,[14]
1043525,119662,городок тренажерный (воркаут) старого типа,27,160.0,"[21, 39]"
1043526,119662,дорожка легкоатлетическая,4,510.0,[4]
1043527,119662,площадка для игры в волейбол,42,162.0,[7]
1043528,119662,сектор легкоатлетический,48,162.0,[4]
1043529,119662,сектор для прыжков в длину,49,120.0,[4]
1043530,119663,зал спортивный,5,99.0,"[81, 21]"
1043531,119663,универсальная спортивная площадка,12,119.0,[21]
1043532,119664,зал спортивный,5,99.0,[21]
1043533,119664,универсальная спортивная площадка,12,120.0,[21]
1043534,119665,бассейн плавательный крытый площадью менее 60-ти квадратных метров,30,21.0,[21]
1043535,119665,универсальная спортивная площадка №1,12,360.0,"[2, 21]"
1043536,119666,зал спортивный,5,88.0,"[65, 21]"
1043537,119666,универсальная спортивная площадка,12,230.0,"[65, 21]"
1043538,119667,бассейн плавательный крытый площадью менее 60-ти квадратных метров,30,21.0,[21]
1043539,119667,зал спортивный,5,95.2,"[65, 21]"
1043540,119667,универсальная спортивная площадка,12,250.0,"[2, 21]"
1043541,119668,зал спортивный,5,90.0,"[65, 21]"
1043542,119668,универсальная спортивная площадка,12,240.0,[21]
1043543,119669,площадка для игры в баскетбол,28,450.0,[2]
1043544,119669,универсальная спортивная площадка,12,1800.0,"[21, 7]"
1043545,119669,городок тренажерный универсальный,18,345.0,"[21, 39]"
1043546,119669,дорожка легкоатлетическая,4,270.0,[4]
1043547,119669,площадка для игры в футбол,24,2400.0,[3]
1043548,119669,сектор для прыжков в длину,49,175.0,[4]
1043549,119669,площадка детская игровая учреждения Департамента образования,55,330.0,"[74, 21]"
1043550,119670,зал спортивный №1,5,285.6,"[2, 21]"
1043551,119670,зал спортивный №2,5,140.4,"[2, 21]"
1043552,119671,универсальная спортивная площадка №1,12,800.0,"[1, 3, 21]"
1043553,119671,универсальная спортивная площадка №2,12,1800.0,"[1, 3, 21]"
1043554,119671,городок тренажерный (воркаут) нового типа,26,400.0,[39]
1043555,119671,дорожка легкоатлетическая,4,780.0,[4]
1043556,119671,площадка для игры в футбол,24,450.0,[3]
1043557,119671,площадка детская игровая учреждения Департамента образования,55,390.0,"[74, 21]"
1043558,119672,зал спортивный,5,88.0,[21]
1043559,119673,бассейн плавательный крытый площадью менее 60-ти квадратных метров,30,21.0,[21]
1043560,119673,зал спортивный,5,80.25,[21]
1043561,119674,бассейн плавательный крытый площадью менее 60-ти квадратных метров,30,21.0,[21]
1043562,119674,зал спортивный,5,112.0,[21]
1043563,119675,зал спортивный,5,70.0,"[65, 21]"
1043564,119675,универсальная спортивная площадка №1,12,240.0,"[2, 21]"
1043565,119675,универсальная спортивная площадка №2,12,300.0,[21]
1043566,119676,зал спортивный №1,5,288.0,"[3, 21, 7]"
1043567,119676,зал спортивный №2,5,138.0,"[65, 2, 21]"
1043568,119676,зал спортивный №3,5,138.0,"[2, 21]"
1043569,119676,универсальная спортивная площадка,12,420.0,"[2, 3, 21]"
1043570,119676,дорожка легкоатлетическая,4,660.0,[4]
1043571,119676,площадка для игры в футбол,24,1950.0,[3]
1043572,119676,сектор для прыжков в длину,49,120.0,[4]
1043573,119677,бассейн плавательный крытый площадью менее 60-ти квадратных метров,30,22.89,[21]
1043574,119677,зал спортивный,5,72.0,"[65, 21]"
1043575,119677,универсальная спортивная площадка,12,150.0,[21]
1043576,119678,бассейн плавательный крытый площадью менее 60-ти квадратных метров №0,30,21.0,[21]
1043577,119678,зал спортивный,5,75.0,[21]
1043578,119678,площадка детская игровая учреждения Департамента образования,55,70.0,[21]
1043579,119679,бассейн плавательный крытый площадью менее 60-ти квадратных метров,30,18.0,"[52, 21]"
1043580,119679,зал спортивный,5,84.0,"[81, 21]"
1043581,119680,зал спортивный №1,5,288.0,"[2, 21, 7]"
1043582,119680,универсальная спортивная площадка,12,800.0,"[3, 21]"
1043583,119680,дорожка легкоатлетическая,4,270.0,"[4, 92]"
1043584,119681,зал спортивный,5,162.0,"[2, 21]"
1043585,119681,универсальная спортивная площадка,12,462.0,"[2, 3, 21]"
1043586,119681,городок тренажерный универсальный №2,18,120.0,"[21, 39]"
1043587,119681,городок тренажерный универсальный №1,18,187.0,"[21, 39]"
1043588,119682,зал спортивный,5,60.0,"[65, 21]"
1043589,119682,универсальная спортивная площадка,12,152.0,[21]
1043590,119683,зал спортивный,5,60.0,"[81, 21]"
1043591,119684,зал спортивный,5,49.0,"[81, 21]"
1043592,119685,бассейн плавательный крытый площадью менее 60-ти квадратных метров,30,18.0,"[52, 21]"
1043593,119685,зал спортивный,5,45.0,"[21, 70]"
1043594,119686,зал спортивный,5,50.0,[21]
1043595,119687,зал спортивный,5,45.0,"[81, 21]"
1043596,119688,зал спортивный,5,45.0,"[81, 21]"
1043597,119689,зал спортивный,5,96.0,"[81, 21]"
1043598,119690,бассейн плавательный крытый площадью менее 60-ти квадратных метров,30,18.0,"[52, 21]"
1043599,119690,зал спортивный №1,5,56.0,"[81, 21]"
1043600,119690,зал спортивный №2,5,56.0,"[81, 21]"
1043601,119691,зал спортивный,5,162.0,"[2, 21]"
1043602,119691,городок тренажерный универсальный,18,450.0,[21]
1043603,119691,полоса препятствий,40,400.0,[21]
1043604,119691,площадка для игры в футбол,24,880.0,[3]
1043605,119692,зал спортивный,5,70.0,[21]
1043606,119692,универсальная спортивная площадка,12,171.0,[21]
1043607,119693,зал спортивный,5,262.2,"[2, 21, 7]"
1043608,119693,универсальная спортивная площадка,12,338.0,"[2, 21, 7]"
1043609,119693,дорожка легкоатлетическая,4,600.0,"[4, 92]"
1043610,119693,городок тренажерный (воркаут) нового типа,26,1015.17,"[21, 39]"
1043611,119693,площадка для игры в футбол,24,963.3,[3]
1043612,119693,сектор для прыжков в длину,49,18.0,[4]
1043613,119694,универсальная спортивная площадка,12,60.0,[21]
1043614,119695,универсальная спортивная площадка,12,72.0,"[2, 21]"
1043615,119696,универсальная спортивная площадка,12,240.0,"[65, 21]"
1043616,119697,зал спортивный №1,5,162.0,"[2, 21]"
1043617,119697,зал спортивный №2,5,288.0,"[2, 21]"
1043619,119697,универсальная спортивная площадка №2,12,800.0,"[3, 21]"
1043620,119697,универсальная спортивная площадка №1,12,100.0,"[21, 7]"
1043621,119698,универсальная спортивная площадка №1,12,128.6,"[92, 21]"
1043622,119698,универсальная спортивная площадка №2,12,68.84,[21]
1043623,119699,зал спортивный,5,162.0,"[2, 21]"
1043624,119699,универсальная спортивная площадка,12,948.75,"[21, 39]"
1043625,119700,универсальная спортивная площадка,12,105.0,[21]
1043626,119701,универсальная спортивная площадка,12,200.0,"[3, 21]"
1043627,119702,бассейн плавательный крытый площадью менее 60-ти квадратных метров,30,21.0,[21]
1043628,119703,бассейн плавательный крытый площадью менее 60-ти квадратных метров,30,28.5,[21]
1043629,119704,универсальная спортивная площадка,12,276.86,[21]
1043630,119704,бассейн плавательный крытый площадью менее 60-ти квадратных метров,30,22.5,[52]
1043631,119705,универсальная спортивная площадка,12,200.0,[21]
1043632,119706,зал спортивный,5,162.0,"[2, 21]"
1043633,119706,универсальная спортивная площадка,12,350.0,"[2, 3, 21]"
1043634,119706,площадка для игры в футбол,24,1800.0,[3]
1043635,119706,городок тренажерный универсальный,18,800.0,[21]
1043636,119706,сектор для прыжков в длину,49,198.0,[4]
1043637,119707,универсальная спортивная площадка,12,96.0,"[3, 21]"
1043638,119708,зал спортивный,5,162.0,"[2, 21, 7]"
1043639,119709,универсальная детская спортивная площадка,12,200.0,[21]
1043640,119710,зал спортивный,5,162.0,[2]
1043641,119710,универсальная спортивная площадка,12,2200.0,"[2, 3, 21]"
1043642,119710,городок тренажерный (воркаут) старого типа,27,288.0,[21]
1043643,119710,дорожка легкоатлетическая №2,4,200.0,[4]
1043644,119711,бассейн плавательный крытый площадью менее 60-ти квадратных метров,30,21.0,[21]
1043645,119711,зал спортивный,5,72.0,[21]
1043646,119711,универсальная спортивная площадка,12,72.0,[21]
1043647,119712,бассейн плавательный крытый площадью менее 60-ти квадратных метров,30,21.0,[21]
1043648,119712,зал спортивный,5,72.0,"[81, 21]"
1043649,119712,универсальная спортивная площадка,12,169.0,[21]
1043650,119713,зал спортивный №1,5,144.0,[21]
1043651,119713,зал спортивный №2,5,288.0,"[2, 21, 7]"
1043652,119713,зал спортивный №3,5,48.0,[21]
1043653,119713,универсальная спортивная площадка,12,450.0,"[2, 3]"
1043654,119713,дорожка легкоатлетическая,4,1152.0,[4]
1043655,119713,городок тренажерный универсальный,18,529.0,[21]
1043656,119713,городок тренажерный (воркаут) старого типа,27,96.0,[21]
1043657,119713,площадка для игры в футбол,24,1800.0,[3]
1043658,119713,сектор для прыжков в длину №1,49,18598.0,[4]
1043659,119713,сектор для прыжков в длину №2,49,18598.0,[4]
1043660,119714,зал спортивный №1,5,144.0,"[21, 86]"
1043661,119714,зал спортивный №2,5,288.0,"[2, 3, 7]"
1043662,119715,зал спортивный,5,165.59,"[2, 21]"
1043663,119716,зал спортивный,5,399.0,"[21, 70]"
1043664,119717,зал спортивный №1,5,288.0,"[2, 21]"
1043665,119717,зал спортивный №2,5,435.0,"[2, 21]"
1043666,119718,зал спортивный,5,288.0,"[2, 21]"
1043667,119718,площадка для игры в футбол,24,405.0,"[105, 3]"
1043668,119718,городок тренажерный (воркаут) старого типа №1,27,126.0,"[21, 39]"
1043669,119718,городок тренажерный (воркаут) старого типа №2,27,90.0,"[21, 39]"
1043670,119719,зал спортивный,5,247.5,"[2, 7]"
1043671,119719,зал тренажерный,7,60.9,"[21, 30]"
1043673,119721,площадка детская игровая учреждения Департамента образования,55,1400.0,"[74, 21]"
1043674,119722,зал спортивный №1,5,295.66,"[2, 21]"
1043675,119722,универсальная спортивная площадка №1,12,309.6,"[2, 21, 7]"
1043676,119722,универсальная спортивная площадка №2,12,171.6,[21]
1043677,119722,городок тренажерный (воркаут) старого типа №1,27,197.2,"[21, 39]"
1043678,119722,автодром детский учебный,50,667.95,[97]
1043681,119725,площадка детская игровая учреждения Департамента образования,55,360.0,"[74, 21]"
1043682,119726,зал спортивный №1,5,50.4,"[81, 20, 21]"
1043683,119726,зал спортивный №2,5,269.9,"[2, 21, 7]"
1043684,119726,универсальная спортивная площадка,12,345.0,"[92, 21]"
1043685,119726,городок тренажерный универсальный,18,56.0,"[21, 30]"
1043686,119726,дорожка легкоатлетическая,4,180.0,"[92, 4]"
1043687,119726,автодром детский учебный,50,900.0,[97]
1043688,119727,зал спортивный,5,265.18,"[2, 7]"
1043689,119727,универсальная спортивная площадка,12,500.0,"[2, 3]"
1043690,119727,площадка для игры в футбол,24,1500.0,[3]
1043691,119727,площадка детская игровая учреждения Департамента образования,55,150.0,[74]
1043692,119728,зал спортивный,5,48.0,[21]
1043693,119729,зал спортивный,5,248.82,"[2, 7]"
1043694,119729,универсальная спортивная площадка,12,212.0,"[2, 21]"
1043695,119729,городок тренажерный универсальный,18,832.0,[21]
1043696,119730,зал спортивный,5,63.0,[21]
1043697,119731,зал спортивный,5,70.0,[21]
1043698,119732,зал спортивный,5,72.0,[21]
1043699,119733,зал спортивный,5,48.37,[21]
1043700,119733,универсальная спортивная площадка,12,200.0,[21]
1043701,119734,зал спортивный,5,70.3,[21]
1043702,119734,универсальная спортивная площадка,12,247.25,[21]
1043703,119735,зал спортивный,5,79.03,[21]
1043704,119735,универсальная спортивная площадка №1,12,152.0,[21]
1043705,119735,универсальная спортивная площадка №2,12,150.0,[21]
1043706,119736,зал спортивный,5,48.07,[21]
1043707,119736,универсальная спортивная площадка,12,100.1,[21]
1043708,119737,зал спортивный №1,5,267.93,"[2, 3, 7]"
1043709,119737,зал спортивный №2,5,64.76,[21]
1043710,119737,зал тренажерный,7,63.65,"[28, 21]"
1043711,119737,дорожка легкоатлетическая,4,600.0,[4]
1043712,119738,зал спортивный,5,266.34,"[2, 3]"
1043713,119738,универсальная спортивная площадка,12,544.0,"[2, 21]"
1043714,119738,городок тренажерный универсальный,18,90.0,[21]
1043715,119738,городок тренажерный (воркаут) старого типа,27,300.0,[21]
1043721,119741,зал спортивный,5,48.48,[21]
1043722,119741,универсальная спортивная площадка,12,60.0,[21]
1043723,119742,универсальная спортивная площадка,12,180.0,[21]
1043724,119743,бассейн плавательный крытый,22,137.5,[12]
1043725,119743,зал спортивный,5,100.0,[21]
1043726,119744,бассейн плавательный крытый площадью менее 60-ти квадратных метров,30,54.0,[21]
1043727,119744,зал спортивный,5,99.43,"[81, 21]"
1043728,119744,универсальная спортивная площадка,12,78.66,[21]
1043729,119745,зал спортивный,5,49.5,[21]
1043730,119745,универсальная спортивная площадка,12,300.0,[21]
1043731,119746,бассейн плавательный крытый площадью менее 60-ти квадратных метров,30,49.92,[21]
1043732,119747,зал спортивный №1,5,288.0,"[2, 21, 7]"
1043733,119747,зал спортивный №2,5,288.0,"[2, 21, 7]"
1043734,119747,универсальная спортивная площадка №1,12,800.0,"[2, 3, 21]"
1043736,119747,универсальная спортивная площадка №2,12,160.0,"[21, 7]"
1043737,119748,универсальная спортивная площадка,12,171.0,[21]
1043738,119749,зал спортивный,5,288.0,"[2, 21, 7]"
1043739,119749,универсальная спортивная площадка,12,140.0,"[2, 21]"
1043740,119750,универсальная спортивная площадка №1,12,180.0,"[2, 3, 21]"
1043741,119750,универсальная спортивная площадка №2,12,288.0,"[65, 21]"
1043742,119750,дорожка легкоатлетическая,4,660.0,[4]
1043743,119751,бассейн плавательный крытый площадью менее 60-ти квадратных метров,30,21.0,[21]
1043744,119751,универсальная спортивная площадка №1,12,140.0,[21]
1043745,119751,универсальная спортивная площадка №2,12,363.0,[21]
1043746,119752,зал спортивный,5,288.0,"[2, 21]"
1043747,119752,зал тренажерный,7,90.0,[30]
1043748,119752,универсальная спортивная площадка №1,12,576.0,"[21, 7]"
1043749,119752,универсальная спортивная площадка №2,12,576.0,"[1, 2]"
1043750,119752,теннисный корт №1,23,648.0,[14]
1043751,119752,теннисный корт №2,23,648.0,[14]
1043752,119753,бассейн плавательный крытый площадью менее 60-ти квадратных метров,30,21.0,[52]
1043753,119754,бассейн плавательный крытый площадью менее 60-ти квадратных метров,30,21.0,[21]
1043754,119754,зал спортивный,5,75.0,[21]
1043755,119755,зал спортивный №1,5,288.0,"[2, 21]"
1043756,119755,зал спортивный №2,5,144.0,"[81, 21]"
1043757,119755,площадка для игры в футбол,24,1440.0,"[105, 3]"
1043758,119755,универсальная спортивная площадка,12,392.0,"[3, 21, 7]"
1043759,119755,дорожка легкоатлетическая,4,500.0,[4]
1043760,119756,зал спортивный,5,165.44,"[2, 3, 7]"
1043761,119756,универсальная спортивная площадка №1,12,450.0,"[3, 21]"
1043762,119756,площадка для игры в футбол,24,450.0,[3]
1043763,119756,универсальная спортивная площадка №2,12,200.0,"[2, 21]"
1043764,119757,бассейн плавательный крытый площадью менее 60-ти квадратных метров,30,21.0,"[52, 21]"
1043765,119757,зал спортивный,5,74.4,[21]
1043766,119758,бассейн плавательный крытый площадью менее 60-ти квадратных метров,30,21.0,"[52, 21]"
1043767,119758,зал спортивный,5,74.4,[21]
1043769,119760,зал спортивный,5,300.8,"[2, 21]"
1043770,119760,универсальная спортивная площадка,12,147.0,[21]
1043771,119760,площадка детская игровая учреждения Департамента образования,55,442.0,"[74, 21]"
1043773,119762,зал спортивный,5,80.0,"[81, 21]"
1043774,119763,зал спортивный,5,108.0,[21]
1043775,119763,универсальная спортивная площадка №1,12,180.0,[21]
1043776,119763,универсальная спортивная площадка №2,12,135.0,[21]
1043777,119764,зал спортивный №1,5,54.0,[21]
1043778,119764,зал спортивный №2,5,21.0,[21]
1043779,119765,зал спортивный №1,5,288.0,"[2, 7]"
1043780,119765,зал спортивный №2,5,68.0,"[21, 15]"
1043781,119765,универсальная спортивная площадка №2,12,360.0,"[2, 7]"
1043782,119765,городок тренажерный универсальный,18,231.0,[21]
1043783,119765,полоса препятствий,40,360.0,[21]
1043784,119765,дорожка легкоатлетическая,4,1000.0,[4]
1043785,119765,площадка для игры в футбол,24,1620.0,[3]
1043786,119765,сектор для прыжков в длину,49,66.0,[4]
1043787,119766,зал спортивный,5,96.0,[21]
1043788,119766,универсальная спортивная площадка,12,100.0,[21]
1043789,119767,зал спортивный №1,5,288.0,"[2, 3, 7]"
1043790,119767,зал спортивный №2,5,90.0,"[65, 21]"
1043791,119767,универсальная спортивная площадка,12,360.0,"[65, 21, 7]"
1043792,119767,городок тренажерный универсальный,18,168.0,[21]
